subject_as_recorded,source_authority_uri,authorized_label,structured_value
Castiglione della Pescaia (Italy)--History,,Italy--Castiglione della Pescaia|History,http://id.worldcat.org/fast/1229317|http://id.worldcat.org/fast/1411628
"Castile (Spain)--History--Henry IV, 1454-1474",,Spain--Castile|History|1454-1474,http://id.worldcat.org/fast/1244238|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355543
Castino (Italy)--History,,History,http://id.worldcat.org/fast/1411628
Castino (Italy)--Politics and government,,Politics and government,http://id.worldcat.org/fast/1919741
Castino (Italy)--Statutes,,Statutes,http://id.worldcat.org/fast/1132185
Castles,,Castles,http://id.worldcat.org/fast/848428
Castles--France,,Castles|France,http://id.worldcat.org/fast/848428|http://id.worldcat.org/fast/1204289
"Castres (Tarn, France)",,France--Castres (Tarn),http://id.worldcat.org/fast/1312058
"Catalonia (Spain)--Charters, grants, privileges--12th century",,Spain--Catalonia|Charters and articles of incorporation|Twelfth century,http://id.worldcat.org/fast/1206043|http://id.worldcat.org/fast/1774239|http://id.worldcat.org/fast/1159791
Catalonia (Spain)--Church history,,Spain--Catalonia|Church history,http://id.worldcat.org/fast/1206043|http://id.worldcat.org/fast/1411629
Catalonia (Spain)--Economic conditions,,Spain--Catalonia|Economic history,http://id.worldcat.org/fast/1206043|http://id.worldcat.org/fast/901974
Catholic Church.,,Catholic Church,http://id.worldcat.org/fast/531720
Catholic Church--Liturgy--Texts.,,Catholic Church|Liturgics|Texts,http://id.worldcat.org/fast/531720|http://id.worldcat.org/fast/1000579|http://id.worldcat.org/fast/1423705
Catholic Church--Prayers and devotions--Latin.,,Catholic Church|Prayers and devotions|Latin language,http://id.worldcat.org/fast/531720|http://id.worldcat.org/fast/1423909|http://id.worldcat.org/fast/993125
"Censures, Ecclesiastical",,"Censures, Ecclesiastical",http://id.worldcat.org/fast/850585
Cesena (Italy)--History,,Italy--Cesena;History,http://id.worldcat.org/fast/1205413;http://id.worldcat.org/fast/1411628
"Châtenois (Bas-Rhin, France)--History--Sources",,France--Châtenois (Bas-Rhin)|History|Sources,http://id.worldcat.org/fast/1312521|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Châtillon (Italy),,Italy--Châtillon,http://id.worldcat.org/fast/1256391
Charters,,Charters,http://id.worldcat.org/fast/852538
Charters--Specimens,,Charters|Specimens,http://id.worldcat.org/fast/852538|http://id.worldcat.org/fast/1423861
Chemistry,,Chemistry,http://id.worldcat.org/fast/853344
Chemistry--History,,Chemistry|History,http://id.worldcat.org/fast/853344|http://id.worldcat.org/fast/1411628
Chemistry--History--Early works to 1800,,Chemistry|History|Early works,http://id.worldcat.org/fast/853344|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1411636
Cheshire (England)--History--15th century,,England--Cheshire|History|Fifteenth century,http://id.worldcat.org/fast/1211757|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Chess,,Chess,http://id.worldcat.org/fast/853777
Chess in art,,Chess in art,http://id.worldcat.org/fast/853807
Chess--Early works to 1800,,Chess;Early works,http://id.worldcat.org/fast/853777;http://id.worldcat.org/fast/1411636
Chieti (Italy)--History--16th century,,Italy--Chieti|History|Sixteenth century,http://id.worldcat.org/fast/1210815|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Childhood of Jesus Christ,,Childhood of Jesus Christ,http://id.worldcat.org/fast/1352277
Children,,Children,http://id.worldcat.org/fast/854835
Chiusi (Italy)--History--16th century,,Italy--Chiusi|History|Sixteenth century,http://id.worldcat.org/fast/1220427|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Chivalry,,Chivalry,http://id.worldcat.org/fast/858006
Chivalry--Early works to 1800,,Chivalry|Early works,http://id.worldcat.org/fast/858006|http://id.worldcat.org/fast/1411636
Christian ethics,,Christian ethics,http://id.worldcat.org/fast/859107
Christian ethics--Early works to 1800,,Christian ethics|Early works,http://id.worldcat.org/fast/859107|http://id.worldcat.org/fast/1411636
"Christian ethics--History--Middle Ages, 600-1500",,Christian ethics|History|Middle Ages,http://id.worldcat.org/fast/859107|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1020301
Christian hagiography,,Christian hagiography,http://id.worldcat.org/fast/859164
Christian hagiography--Early works to 1800,,Christian hagiography|Early works,http://id.worldcat.org/fast/859164|http://id.worldcat.org/fast/1411636
Christian heresies,,Christian heresies,http://id.worldcat.org/fast/1727964
"Christian heresies--Early church, ca. 30-600",,Christian heresies|30-600,http://id.worldcat.org/fast/1727964|http://id.worldcat.org/fast/1355906
Christian heresies--Early works to 1800,,Christian heresies|Early works,http://id.worldcat.org/fast/1727964|http://id.worldcat.org/fast/1411636
"Christian heresies--History--Middle Ages, 600-1500",,Christian heresies|History|Middle Ages,http://id.worldcat.org/fast/1727964|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1020301
Christian heretics,,Christian heretics,http://id.worldcat.org/fast/1727965
Christian heretics--Early works to 1800,,Christian heretics|Early works,http://id.worldcat.org/fast/1727965|http://id.worldcat.org/fast/1411636
Christian heretics--Poland--History,,Christian heretics|Poland|History,http://id.worldcat.org/fast/1727965|http://id.worldcat.org/fast/1206891|http://id.worldcat.org/fast/1411628
Christian legends,,Christian legends,http://id.worldcat.org/fast/1727967
Christian life,,Christian life,http://id.worldcat.org/fast/859185
Christian life--Catholic authors,,Christian life--Catholic authors,http://id.worldcat.org/fast/859189
Christian life--Early works to 1800,,Christian life;Early works,http://id.worldcat.org/fast/859185;http://id.worldcat.org/fast/1411636
"Christian life--History--Middle Ages, 600-1500",,Christian life|History|Middle Ages,http://id.worldcat.org/fast/859185|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1020301
"Christian literature, Early",,"Christian literature, Early",http://id.worldcat.org/fast/859261
Christian martyrs,,Christian martyrs,http://id.worldcat.org/fast/859342
Christian martyrs--Italy--Rome (City)--Biography,,Christian martyrs|Italy|Italy--Rome|Biographies,http://id.worldcat.org/fast/859342|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/1919896
Christian philosophy,,Christian philosophy,http://id.worldcat.org/fast/1746483
Christian pilgrims and pilgrimages,,Christian pilgrims and pilgrimages,http://id.worldcat.org/fast/859365
Christian pilgrims and pilgrimages--Early works to 1800,,Christian pilgrims and pilgrimages|Early works,http://id.worldcat.org/fast/859365|http://id.worldcat.org/fast/1411636
Christian pilgrims and pilgrimages--Europe--Early works to 1800,,Christian pilgrims and pilgrimages|Europe|Early works,http://id.worldcat.org/fast/859365|http://id.worldcat.org/fast/1245064|http://id.worldcat.org/fast/1411636
Christian poetry,,Christian poetry,http://id.worldcat.org/fast/859372
"Christian poetry, English (Middle)",,"Christian poetry, English (Middle)",http://id.worldcat.org/fast/859417
"Christian poetry, French",,"Christian poetry, French",http://id.worldcat.org/fast/859428
"Christian poetry, French--15th century",,"Christian poetry, French|Fifteenth century",http://id.worldcat.org/fast/859428|http://id.worldcat.org/fast/923962
Christian poetry--Early works to 1800,,Christian poetry|Early works,http://id.worldcat.org/fast/859372|http://id.worldcat.org/fast/1411636
Christian saints,,Christian saints,http://id.worldcat.org/fast/859491
Christian saints in literature,,Christian saints in literature,http://id.worldcat.org/fast/859514
Christian saints in literature--Early works to 1800,,Christian saints in literature|Early works,http://id.worldcat.org/fast/859514|http://id.worldcat.org/fast/1411636
Christian saints.,,Christian saints,http://id.worldcat.org/fast/859491
Christian saints--Biography,,Christian saints--Biography,http://id.worldcat.org/fast/859493
Christian saints--Biography--Early works to 1800,,Christian saints--Biography|Early works,http://id.worldcat.org/fast/859493|http://id.worldcat.org/fast/1411636
Christian saints--Cult,,Christian saints--Cult,http://id.worldcat.org/fast/859498
Christian saints--Cult--Italy--Vicenza--Early works to 1800,,Christian saints--Cult|Italy|Italy--Vicenza|Early works,http://id.worldcat.org/fast/859498|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204960|http://id.worldcat.org/fast/1411636
Christian saints--Italy--Assisi--Biography.,,Christian saints|Italy|Italy--Assisi|Biographies,http://id.worldcat.org/fast/859491|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1206046|http://id.worldcat.org/fast/1919896
Christian saints--Italy--Biography--Early works to 1800,,Christian saints;Italy;Biographies;Early works,http://id.worldcat.org/fast/859491;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
Christian saints--Prayers and devotions,,Christian saints--Prayers and devotions,http://id.worldcat.org/fast/1199164
Christian saints--Prayers and devotions--Early works to 1800,,Christian saints--Prayers and devotions|Early works,http://id.worldcat.org/fast/1199164|http://id.worldcat.org/fast/1411636
Christian shrines,,Christian shrines,http://id.worldcat.org/fast/859527
Christian shrines--Europe--Early works to 1800,,Christian shrines|Europe|Early works,http://id.worldcat.org/fast/859527|http://id.worldcat.org/fast/1245064|http://id.worldcat.org/fast/1411636
Christian women saints--Biography,,Christian women saints--Biography,http://id.worldcat.org/fast/1424887
Christian women saints--Biography--Early works 1800,,Christian women saints--Biography|Early works,http://id.worldcat.org/fast/1424887|http://id.worldcat.org/fast/1411636
Christian women--Conduct of life,,Christian women--Conduct of life,http://id.worldcat.org/fast/859569
Christian women--Conduct of life--Early works to 1800,,Christian women--Conduct of life|Early works,http://id.worldcat.org/fast/859569|http://id.worldcat.org/fast/1411636
Christianity,,Christianity,http://id.worldcat.org/fast/859599
Christianity and antisemitism,,Christianity and antisemitism,http://id.worldcat.org/fast/859644
Christianity and antisemitism--History,,Christianity and antisemitism|History,http://id.worldcat.org/fast/859644|http://id.worldcat.org/fast/1411628
Christianity and other religions,,Christianity and other religions,http://id.worldcat.org/fast/859685
Christianity and other religions--Judaism,,Christianity and other religions|Judaism,http://id.worldcat.org/fast/859685|http://id.worldcat.org/fast/984280
Christianity and other religions--Judaism--Early works to 1800,,Christianity and other religions|Judaism|Early works,http://id.worldcat.org/fast/859685|http://id.worldcat.org/fast/984280|http://id.worldcat.org/fast/1411636
Christianity and other religions--Roman,,Christianity and other religions|Rome (Empire),http://id.worldcat.org/fast/859685|http://id.worldcat.org/fast/1204885
Chronology,,Chronologies,http://id.worldcat.org/fast/1423901
Chronology--Italy,,Chronologies|Italy,http://id.worldcat.org/fast/1423901|http://id.worldcat.org/fast/1204565
Church finance,,Church finance,http://id.worldcat.org/fast/860699
Church finance--France--Douai--Early works to 1800,,Church finance|France|France--Douai|Early works,http://id.worldcat.org/fast/860699|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1213826|http://id.worldcat.org/fast/1411636
Church finance--History,,Church finance|History,http://id.worldcat.org/fast/860699|http://id.worldcat.org/fast/1411628
Church history,,Church history,http://id.worldcat.org/fast/1411629
Church history--Early works to 1800,,Church history;Early works,http://id.worldcat.org/fast/1411629;http://id.worldcat.org/fast/1411636
Church history--Middle Ages,,Church history--Middle Ages,http://id.worldcat.org/fast/1710943
"Church history--Middle Ages, 600-1500",,Church history--Middle Ages,http://id.worldcat.org/fast/1710943
Church maintenance and repair,,Church maintenance and repair,http://id.worldcat.org/fast/860782
Church maintenance and repair--Italy--Early works to 1800,,Church maintenance and repair|Italy|Early works,http://id.worldcat.org/fast/860782|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1411636
Church property,,Church property,http://id.worldcat.org/fast/860893
Church property--France--Douai--Early works to 1800,,Church property|France|France--Douai|Early works,http://id.worldcat.org/fast/860893|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1213826|http://id.worldcat.org/fast/1411636
Church vestments,,Church vestments,http://id.worldcat.org/fast/860965
Church year,,Church year,http://id.worldcat.org/fast/861146
Church year--Early works to 1800,,Church year|Early works,http://id.worldcat.org/fast/861146|http://id.worldcat.org/fast/1411636
"Cibo, Alderano, 1613-1700.",,"Cibo, Alderano, 1613-1700",http://id.worldcat.org/fast/1551617
"Cibo, Alderano, 1613-1700--Relics.",,"Cibo, Alderano, 1613-1700|Relics",http://id.worldcat.org/fast/1551617|http://id.worldcat.org/fast/1093664
Ciphers,,Ciphers,http://id.worldcat.org/fast/861549
Ciphers--Early works to 1800,,Ciphers;Early works,http://id.worldcat.org/fast/861549;http://id.worldcat.org/fast/1411636
Cistercian monasteries,,Cistercian monasteries,http://id.worldcat.org/fast/861717
Cistercian monasteries--Italy,,Cistercian monasteries|Italy,http://id.worldcat.org/fast/861717|http://id.worldcat.org/fast/1204565
Cistercians--France--Tarn-et-Garonne--History,,Cistercians|France|France--Tarn-et-Garonne|History,http://id.worldcat.org/fast/554661|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1210409|http://id.worldcat.org/fast/1411628
Cisterna di Latina (Italy),,Italy--Cisterna di Latina,http://id.worldcat.org/fast/1877258
"Cities and towns, Ancient",,"Cities and towns, Ancient",http://id.worldcat.org/fast/861870
"Cities and towns, Ancient--Early works to 1800",,"Cities and towns, Ancient|Early works",http://id.worldcat.org/fast/861870|http://id.worldcat.org/fast/1411636
Citizenship,,Citizenship,http://id.worldcat.org/fast/861909
Citizenship--Italy,,Citizenship|Italy,http://id.worldcat.org/fast/861909|http://id.worldcat.org/fast/1204565
Città di Castello (Italy)--History--13th century,,Italy--Città di Castello|History|Thirteenth century,http://id.worldcat.org/fast/1204564|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1150138
Città di Castello (Italy)--History--Sources,,Italy--Città di Castello|History|Sources,http://id.worldcat.org/fast/1204564|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Città di Castello (Italy)--Politics and government--13th century,,Italy--Città di Castello|Politics and government|Thirteenth century,http://id.worldcat.org/fast/1204564|http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1150138
Città di Castello (Italy)--Politics and government--History,,Italy--Città di Castello|Politics and government|History,http://id.worldcat.org/fast/1204564|http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1411628
City planning,,City planning,http://id.worldcat.org/fast/862177
City planning--Italy--Rome--Early works to 1800,,City planning;Italy;Italy--Rome;Early works,http://id.worldcat.org/fast/862177;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1411636
Civil law,,Civil law,http://id.worldcat.org/fast/862544
Civil law--Italy,,Civil law|Italy,http://id.worldcat.org/fast/862544|http://id.worldcat.org/fast/1204565
Civil law--Italy--Early works to 1800,,Civil law|Italy|Early works,http://id.worldcat.org/fast/862544|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1411636
Civil procedure,,Civil procedure,http://id.worldcat.org/fast/862585
Civil procedure--Italy,,Civil procedure|Italy,http://id.worldcat.org/fast/862585|http://id.worldcat.org/fast/1204565
