title_as_recorded,title_as_recorded_agr,QID,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Sarvatobhadradevatāvāhana,सर्वतोभद्रदेवतावाहन,,,,,,,
Tattvadīpana,तत्त्वदीपन,,,,,,,
Bhāgavate prathamaskandha,भागवते प्रथमस्कन्ध,,Puranas,पुराण,,,Puranas,Q27588
Jyotiṣkedāra,ज्योतिष्केदार,,,,,,,
Kojāgarīkathā,कोजागरीकथा,,,,,,,
Vratārkānukrama,व्रतार्कानुक्रम,,Vratārka,,,,Vratārka,Q27679
Ātmabodha,आत्मबोध,,,,Ātmabodha,Q27613,,
Prathamāṣṭaka prāraṃbhaḥ,,,Brahmanas,,,,Brahmanas,Q27806
Pārthivapūjā,,,,,,,,
Gaṇitanāmamālā,गणितनाममाला,,,,,,,
Gaṇeśasahasranāman,गणेशसहस्रनामन्,,,,,,,
Kṛtyatattva,কৃত্যতত্ত্ৱ,,,,,,,
Agnihotrahoma,अग्निहोत्रहोम,,,,Agnihotrahoma,Q76817,,
Samāsasāṃkhyasūtravṛtti,समाससांख्यसूत्रवृत्ति,,,,,,,
Gaṅgābhujaṃgastotra,गङ्गाभुजंगस्तोत्र,,,,Stotras,Q76780,,
Koṣṭhakacintāmaṇi,कोष्ठचिन्तामणि,,,,,,,
Mukhyaśivasahasranāmastotra,मुख्यशिवसहस्रनामस्तोत्र,,Tantras,,,,Tantras,Q27776
Lakṣmīnṛsiṅhaprayogapārijāta,लक्ष्मीनृसिङ्हप्रयोगपारीजात,,,,Hindu religious law,Q76769,,
Smārtahoma,स्मार्तहोम,,,,,,,
Stavarāja,स्तवराज,,Puranas,,,,Puranas,Q27588
Laghutithicintāmaṇisāriṇī,लघुतिथिचिन्तामणिसारिणी,,,,,,,
Ātmanātmaviveka,आत्मनात्मविवेक,,,,,,,
Viparītapratyaṅgirā,,,Tantras,,,,Tantras,Q27776
Śivasahasranāma,शिवसहस्रनाम,,,,Śivasahasranāma,Q27746,,
Sakalaśabdamūlabhūtatva,सकलशब्दमूलभूतत्व,,Laghuśabdenduśekhara,,,,Laghuśabdenduśekhara,Q27587
Atmaṣaṭkopaniṣad,आत्मषट्कोपनिषद्,,Upanishads,,,,Upanishads,Q27718
Śivarātrikathā,शिवरात्रिकथा,,Puranas,,,,Puranas,Q27588
Rudropaniṣad,रुद्रोपनिषद्,,,,Philosophical text,Q5996,,
Viṣayatāviveka,विषयताविवेक,,Māthurī,,,,Māthurī,Q27529
Hanumatsahasranāmastotra,हनुमत्सहस्रनामस्तोत्र,,Rāmāyaṇa,,,,Ramayana,Q27562
"Taittirīya Brahmaṇa, aṣṭaka 2",,,Vedas,,,,Vedas,Q27715
Sāvitrāṇi juhoti,सावित्राणिजुहोति,,Vedas,,,,Vedas,Q27715
Anaṅgaraṅga,अनङ्गरङ्ग,,,,,,,
Udārarāghavamahākāvya,उदारराघवमहाकाव्य,,Udārarāghava,,,,Udārarāghava,Q27698
Rāmakalpadruma,रामकल्पद्रुम,,,,,,,
Yājñīyopaniṣad,याज्ञ्नीयोपनिषद्,,Upanishads,,,,Upanishads,Q27718
Paribhāṣenduśekhara kroḍapattra,परिभाषेन्दुशेखर क्रोडपत्त्र,,,,,,,
Atharvaṇadviślokī,अथर्वणद्विश्लोकी,,,,,,,
Hanumānekamukhīstotra,हनुमानेकमुखीस्तोत्र,,,,Stotras,Q76780,,
Vedāntabhāṣya,वेदान्तभाष्य,,,,,,,
Dakṣiṇāmūrtistotrārthapratipāda,दक्षिणामूर्तिस्तोत्रार्थप्रतिपाद,,,,,,,
Naiṣadhamahākāvya,नैषधमहाकाव्य,,Naiṣadhīyacarita,,,,Naishadha Charita,Q27547
Yamunāmāhātmya,यमुनामाहात्म्य,,Puranas,,,,Puranas,Q27588
Koṣṭhakā,कोष्ठका,,,,,,,
Prāyaścittenduśekhara,प्रायश्चित्तेन्दुशेखर,,,,,,,
Gītāṭīkā,गीताटीका,,,,,,,
Śivakavacastotra,शिवकवचस्तोत्र,,,,Stotras,Q76780,,
Karmaviśeṣa,,,,,,,,
Pāṇinisūtra,पाणिनिसूत्र,,Aṣṭādhyāyī,,,,Aṣṭādhyāyī,Q27789
Bhedadhikkāra,भेदधिक्कार,,,,,,,
Tattvabodhaprakaraṇa,तत्त्वबोधप्रकरण,,,,,,,
Kauṣītakibrāhmaṇopaniṣad dīpikā,कौषीतकिब्राह्मणोपनिषद्दीपिका,,,,Vedas,Q27715,,
Svānubhavākhyāprakaraṇa,स्वानुभवाख्याप्रकरण,,Svānubhavādarśa,,,,Svānubhavādarśa,Q27551
Citrabandhastotra,चित्रबन्धस्तोत्र,,,,Stotras,Q76780,,
Sāvitrādiprayoga,सावित्रादिप्रयोग,,,,Hindu ritual text,Q76765,,
Avacchedakaprakārakanirṇaya,अवच्छेदकप्रकारकनिर्णय,,Jāgadīśī,,,,Jāgadīśī,Q27719
Tattvasaṃgrahādhikāra,तत्त्वसंग्रहाधिकार,,,,,,,
Āhnikācāratattva,আহ্নিকাচারতত্ত্ৱ,,,,,,,
Viśveśvaramaṅgalāṣṭaka,विश्वेश्वरमङ्गलाष्टक,,,,,,,
Gaṇeśapurāṇa,गणेशपुराण,,Puranas,,,,Puranas,Q27588
Satsukhānubhava,सत्सुखानुभव,,,,,,,
Ekākṣaramahāgaṇapatimantravidhi,एकाक्षरमहागणपतिमन्त्रविधि,,,,,,,
Chāndogya upaniṣad,छान्दोग्य उपनिषद्,,Upanishads,,,,Upanishads,Q27718
Anumitistu dvividhā,अनुमितिस्तु द्विविधा,,Jāgadīśī,,,,Jāgadīśī,Q27719
Praśnottararatnamālā,प्रश्नोत्तररत्नमाला,Q27754,,,Garland of jewels in the form of questions and answers,Q27754,,
Liṅgapratiṣṭhāvidhi,लिङ्गप्रतिष्ठाविधि,,,,,,,
Praśnajñānaviveka,प्रश्नज्ञानविवेक,,,,,,,
Mahāvākyagāyatrīcathurthapāda,महावाक्यगायत्रीचथुर्थपाद,,,,,,,
Śrīmahābhārathejagparīkathā,श्रीमहाभारथेजग्परीकथा,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Mantracintāmaṇi,,,,,,,,
Jñāneśvaraprokta nārāyaṇaśakunāvalī,ज्ञानेश्वरप्रोक्त नारायणशकुनावली,,Puranas,,,,Puranas,Q27588
Śivārcanacandrikā,शिवार्चनचन्द्रिका,,,,,,,
Kautukalīlāvatī,कौतुकलीलावती,,Siddhāntaśiromaṇi,,,,Siddhāntaśiromaṇi,Q27805
Pradakṣiṇāvidhāna,प्रदक्षिणाविधान,,,,,,,
Hetvābhāsa,हेत्वाभास,Q27605,,,Gādādharī,Q27605,,
Siddhāntakaumudīvyākhyā subodhinī,सिद्धान्तकौमुदीव्याख्या सुबोधिनी,,,,,,,
Bhūtaśuddhi,भूतशुद्धि,,,,,,,
Āsavādhikāra,आसवाधिकार,,,,,,,
Praharaphala,प्रहरफल,,,,,,,
Sūryastavarāja,सूर्यस्तवराज,,,,,,,
Nairukta uttaraṣaṭka,नैरुक्त उत्तरषट्क,,Nirukta,,,,Nirukta,Q27771
Śrīmahārudraprārumbha,श्रीमहारुद्रप्रारंभ,,,,,,,
Tatvabodhinī,तत्वबोधिनी,,,,,,,
Nyāyanirṇaya,न्यायनिर्णय,,,,,,,
Ṣaṣṭaskandhaprārambhaḥ,षष्टस्कन्धप्रारम्भः,,Puranas,पुराण,,,Puranas,Q27588
Kaupīnapañcaka,कौपीनपञ्चक,,,,,,,
Anumāṇakhaṇḍa,अनुमाणखण्ड,,Tattvacintāmaṇi,,,,Tattvacintāmaṇi,Q27786
Adhyātmarāmāyaṇa kiṣkindhākāṇḍa,अध्यात्मरामायण किष्किन्धाकाण्ड,,Puranas,,,,Puranas,Q27588
Śītalāstotra,शीतलास्तोत्र,Q27588,,,Puranas,Q27588,,
Caṇḍobhimānī,चण्डोभिमानी,,,,,,,
Śyenacidyāgavidhi,श्येनचिद्यागविधि,,,,,,,
Śivamukhyasahasranāmastotra,शिवमुख्यसहस्रनामस्तोत्र,,,,Stotras,Q76780,,
Daśapūrṇamāsaprāyaścitta,दशपूर्णमासप्रायश्चित्त,,,,,,,
Rājavalli,,,,,,,,
Rasasaṃgrahasiddhāntasūcikā,रससंग्रहसिद्धान्तसूचिका,,,,,,,
Saṃgrahapraśnavicāra,संग्रहप्रश्नविचार,,,,,,,
Śrīviṣṇusahasranāmaprāmbhaḥ,श्रीविष्णुसहस्रनामस्तोत्रप्रारम्भः,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Laghucintāmaṇi,लघुचिन्तामणि,,,,,,,
Śārīraprakaraṇasaṃkṣepaśārīraka,शारीरप्रकरणसंक्षेपशारीरक,,,,,,,
Pradoṣatāṇḍavastotra,प्रदोषताण्डवस्तोत्र,,,,Stotras,Q76780,,
Sābhyābharaṇa,साभ्याभरण,,,,,,,
Carpaṭapañjurīkāstotra,चर्पटपञ्जरीकास्तोत्र,,,,Stotras,Q76780,,
Anusmṛtistotra,अनुस्मृतिस्तोत्र,,Mahābhārata,,,,Mahabharata,Q27688
Adhānapaddhati prayoga,आधानपद्धतिप्रयोग,,,,Hindu ritual text,Q76765,,
Śītalāstotra,शीतलास्तोत्र,,Puranas,,,,Puranas,Q27588
Lakṣahomapaddhati,लक्षहोमपद्धति,,,,,,,
iti prathamāṣṭaka brāhmaṇaprāraṃbhaḥ,,,Vedas,,,,Vedas,Q27715
Gaṇapatyatharvaśīrṣa,गणपत्यथर्वशीर्ष,,,,,,,
Athaśrīviṣṇusahasranāmaprārambhaḥ,अथश्रीविष्णुसह्स्रनामस्तोत्रप्रारम्भः,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Veṇīstotra,वेणीस्तोत्र,,Puranas,,,,Puranas,Q27588
Abhyudayikaśrāddhaprayoga,अभ्युदयिकश्राद्धप्रयोग,,,,Hindu ritual text,Q76765,,
Dharmaśāstrasaṃgraha,धर्मशास्त्रसंग्रह,,,,,,,
Chāgalakṣaṇapariśiṣṭa,छागलक्षणपरिशिष्ट,,Kātyāyanaśrautasūtra,,,,Kātyāyanaśrautasūtra,Q27542
Kāmaratna,कामरत्न,,,,,,,
Bodhāyanacayanaprayoga,बोधायनचयनप्रयोग,,,,Rituals,Q5071,,
Vyatīpātavrata,व्यतीपातव्रत,,Puranas,,,,Puranas,Q27588
Vedāntaprameya,वेदान्तप्रमेय,,,,,,,
Athaśālīhotragranthalikhyate,अथशालीहोत्रग्रन्थलिख्यते,,Aśvāyurveda,अश्वायुर्वेद,,,Aśvāyurveda,Q27807
Pāṇḍuraṅgastavarājastotra,पाण्डुरङ्गस्तवराजस्तोत्र,,Puranas,,,,Puranas,Q27588
Anumāna,अनुमान,,Tattvacintāmaṇi,,,,Tattvacintāmaṇi,Q27786
Ekādaśaskandhabhāvārthasyadīpikā,एकादशस्कन्धभावार्थस्यदीपिका,,Puranas,पुराण,,,Puranas,Q27588
Pārthivapūjāvidhi,,,,,Hindu religious manual;Mantras,Q76774;Q76777,,
Śānti mantras,,,,,Mantras,Q76777,,
Dhuṇḍirāja,,,Ḍhuṇḍhirāja,,,,Ḍhuṇḍhirāja,Q27710
Saṃvatsaraphala,संवत्सरफल,,,,,,,
Idam pustakaviṣṇur divyasahasranāmastotraprārambhaḥ,इदम् पुस्तकविष्णुर् दिव्यसहस्रनामस्तोत्रप्रारम्भः,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Jaganmohana,जगन्मोहन,,,,,,,
Brahmavidupaniṣad,ब्रह्मविदुपनिषद्,,,,Upanishads,Q27188,,
Jānakīstavarājavarṇanāma,जानकीस्तवराजवर्णनाम,,Pāñcarātra,,,,Pāñcarātra,Q27765
Amuktābharaṇavrata,अमुक्ताभरणव्रत,,Puranas,,,,Puranas,Q27588
Viṣayānandaprakaraṇa,विषयानन्द,,Pañcadaśī,,,,Pañcadaśī,Q27684
Devīsūktavarṇa,देवीसूक्तवर्ण,,Tantras,,,,Tantras,Q27776
Samādhimaraṇa,समाधिमरण,,,,,,,
Vyadhikaraṇadharmavacchinnābhāva,व्यधिकरणधर्मवच्छिन्नाभाव,,Tattvacintāmaṇidīdhiti,,,,Tattvacintāmaṇidīdhiti,Q27835
Śarabhavidhāna,,,,,,,,
Parāśarasmṛti,पराशरस्मृति,,,,,,,
Tīrthaśrāddhavidhi,तीर्थश्राद्धविधि,,,,,,,
Caṇḍīpāṭhakrama,,,Tantras,,,,Tantras,Q27776
Vedāntāmṛta,वेदान्तामृत,,,,,,,
Cidasthimāla,चिदस्थिमाल,,,,,,,
Aitareyāraṇyaka,ऐतरेयारण्यक,,Aranyakas,,,,Aranyakas,Q27607
Puruṣārthacintāmaṇi,पुरुषार्थचिन्तामणि,,,,Puruṣārthacintāmaṇi,Q27561,,
Śivāryā,शिवार्या,,Āryaśataka,,,,Āryaśataka,Q27636
Vedasāraśivasahasranāma,वेदसारशिवसहस्रनाम,,Puranas,,,,Puranas,Q27588
Ramalasāra,रमलसार,,,,,,,
Manyusūkta,मन्युसूक्त,,Vedas,,,,Vedas,Q27715
Akhaṇḍaprakaraṇa,अखण्डप्रकरण,,,,,,,
Śrīviṣṇusahasranāmāvaliprārambhaḥ,श्रीविष्णुसहस्रनामावलिप्रारम्भः,,Mahābhārata,महाभारत,,,Mahabharata,Q27688
Grahalalita,ग्रहललित,,,,,,,
Anumāna,अनुमान,,,,,,,
Mānasikapūjana,मानसिकपूजन,,,,,,,
Atharvaveda upaniṣads,,,Vedas,,,,Vedas,Q27715
Saṃkaṣṭacaturthī,संकष्टचतुर्थी,,Puranas,,,,Puranas,Q27588
Saptasalokīgītāṭīkāvāle,सप्तसलोकीगीताटीकावाले,,,,,,,
Śivatāṇḍavastava,शिवताण्डवस्तव,,Puranas,,,,Puranas,Q27588
Bhāgavataśaṅkānirāsavāda,भागवतशङकानिरासवाद,,,,,,,
Br̥hatpārāśarahorāśāstra,बृहत्पाराशरहोराशास्त्र,,,,,,,
Āśvalāyana gṛhyasūtram,,,Āśvlāyanagr̥hyasūtra,,,,Āśvalāyanagr̥hyasūtra,Q27709
Taittirīyasaṃhitā aṣṭaka 3,,,Vedas,,,,Vedas,Q27715
Kavirahasya,कविरहस्य,,,,,,,
Gārudaharivaṃśa,गारुदहरिवंश,,Puranas,,,,Puranas,Q27588
Pratyaktattvaviveka,प्रत्यक्तत्त्वविवेक,,Pañcadaśī,,,,Pañcadaśī,Q27684
Baudhāyanavihārakārikā,बौधायनविहारकारिका,,,,,,,
Paramātmavicāravijñānaśivapūjāprakaraṇa,,,,,,,,
Māṇḍūkyopaniṣaddīpikā,माण्डूक्योपनिषद्दीपिका,,,,Philosophical text,Q5996,,
Murālīvarṇava,मुरालीवर्णव,,,,,,,
Utsarjana,उत्सर्जन,,,,,,,
Vakyasudhāṭippaṇa,वक्यसुधाटिप्पण,,,,,,,
Athabhagavatsubodhinīṭīkāgāprāṃbhaḥ,अथभगवत्सुबोधिनीटीकागीताप्रारंभः,,Bhagavadgītā,भगवद्गीता,,,Bhagavad Gita,Q27759
Ānayo vaiśvānarāya,आनयो वैश्वानराय,,Vedas,,,,Vedas,Q27715
Āgamapradhānamāṇḍūkākhya prakaraṇa,आगमप्रधानमाण्डूकाख्य प्रकरण,,Gauḍapādakārikā,,,,Gauḍapādakārikā,Q27846
Praiṣādhyāya,,,,,,,,
Keśavanārāyaṇamādhavagoviṃda,केशवनारायणमाधवगोविंद,,,,,,,
Mantrapārāyaṇakrama,मन्त्रपारायणक्रम,,,,,,,
Śītalāṣṭaka,शीतलाष्टक,,Puranas,,,,Puranas,Q27588
Śrībhāgavate Mahāpurāṇe tṛtīyskandhe Bhāvārthadīpikāyāṃ Śrīdharasvāmīviracitāyāṃ trayastriṃśo' dhyāyaḥ,श्रीभागवते महापुराणे तृतीयस्कन्धे भावार्थदीपिकायां श्रीधरस्वामिविरचितायां त्रयस्त्रिंशो 'ध्यायः,,Puranas,पुराण,,,Puranas,Q27588
Paks̄adharmatā,पक्षधर्मता,,,,,,,
Śivasahasranāman,शिवसहस्रनामन्,Q27588,,,Puranas,Q27588,,
Śāṇḍilyaśatasūtriyabhāṣya,शाण्डिल्यशतसूत्रभाष्य,,,,,,,
Prayogadīpikākārikā,,,,,,,,
Darśapūrṇamāsaprayoga,दर्शपूर्णमासप्रयोग,,Darśapūrṇamāsaprakaraṇa,,,,Darśapūrṇamāsaprakaraṇa,Q27817
Mahāgaṇapatistotra,महागणपतिस्तोत्र,,,,Stotras,Q76780,,
Karmaprakāśikāvṛtti,कर्मप्रकाशिकावृत्ति,,,,,,,
Kaivalyopaniṣad dīpikā,कैवल्योपनिषद् दीपिका,,,,Philosophical text,Q5996,,
Cāturmāsyaprayoga,चातुर्मास्यप्रयोग,,,,Hindu ritual text,Q76765,,
Saṃskāraprakaraṇa,संस्कारप्रकरण,,,,,,,
Satpratipakṣa,सत्प्रतिपक्ष,,,,,,,
Oṃkāramāhatmagitāsāramuktapadastotra,ओंकारमाहत्मगीतासारमुक्तपद्दस्तोत्र,,,,Stotras,Q76780,,
Pravacanasāroddhārasūtra,प्रवचनसारोद्धारसूत्र,,Pravacanasāroddhāra,,,,Pravacanasāroddhāra,Q27704
Tulasīkavaca,तुलसीकवच,,Puranas,,,,Puranas,Q27588
Śivatāṇḍava,शिवताण्डव,,Puranas,,,,Puranas,Q27588
