row_index,workflow_history,name_as_recorded,recon-name,name,role,authorized_label_add,instance_of_add,structured_value_add,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
31,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184819Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694521Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851923Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147197Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940236Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318305Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658949Z","Beatty, Alfred Chester, Sir, 1875-1968",,,former owner,Alfred Chester Beatty,human,Q1387981,,,,,
32,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184826Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694532Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851932Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147445Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940247Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318321Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658953Z","Bembo, Pietro, 1470-1547",,,author,Pietro Bembo,human,Q334188,,,,,
33,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184831Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694562Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851940Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147457Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940254Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318331Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658957Z","Benedict, Saint, Abbot of Monte Cassino",,,author,,,,,,human,Benedict of Nursia,Q44265
34,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184835Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694576Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851944Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147463Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940260Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318350Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658960Z","Bening, Simon, 1483 or 1484-1561",,,illuminator,Simon Bening,human,Q928015,,,,,
35,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184841Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694583Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851949Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147468Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940271Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318356Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658963Z","Benvenutus, de Imola, -1387 or 1388",,,author,Benvenuto Rambaldi da Imola,human,Q773623,,,,,
36,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184846Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694589Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851958Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147487Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940276Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318365Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658967Z","Beresford Hope, A. J. B 1820-1887",,,former owner,Alexander Beresford Hope,human,Q1739864,,,,,
37,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184850Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694610Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851963Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147493Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940281Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318387Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658971Z",Bernard Quaritch (Firm),,,former owner,,,,,,organization,Bernard Quaritch Ltd,Q65034936
38,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184857Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694616Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851968Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147499Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940303Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318393Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658974Z",Bernard Quaritch (Firm),,, former owner,,,,,,organization,Bernard Quaritch Ltd,Q65034936
39,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184862Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694623Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851976Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147513Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940309Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318403Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658980Z","Bernard Quaritch, Ltd",,,former owner,Bernard Quaritch Ltd,organization,Q65034936,,,,,
40,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184866Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694642Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851982Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147522Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940314Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318416Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658983Z","Berry, Marie-Caroline de Bourbon-Sicile, duchesse de, 1798-1870",,,former owner,"Princess Maria Carolina, Duchess of the Grazia",human,Q234931,,,,,
41,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184877Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694649Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851988Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147528Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940322Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318422Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658986Z",Biblioteca trivulziana,,,former owner,Biblioteca Trivulziana,organization,Q974532,,,,,
42,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184882Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694656Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.851992Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147538Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940328Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318427Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658992Z","Bignon, Jérôme, 1589-1656",,,former owner,Jérôme Bignon,human,Q3190817,,,,,
43,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184886Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694666Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852001Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147546Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940333Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318444Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658995Z","Birago, Giovan Pietro, active 1471-1513",,,illuminator,,,,,,human,Giovanni Pietro Birago,Q1901175
44,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184893Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694672Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852008Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147552Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940344Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318451Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.658998Z","Bishop, Cortlandt F. 1870-1935",,,former owner,,,,,,human,Cortlandt F. Bishop,Q5173352
45,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184898Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694680Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852013Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147561Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940351Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318457Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659003Z","Bland, Loftus Henry, 1805-1872",,,former owner,Loftus Bland,human,Q26296383,,,,,
46,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184903Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694691Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852017Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147566Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940356Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318469Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659009Z","Boccardi, Giovanni di Giuliano, 1460-1529",,,illuminator,Giovanni Boccardi,human,Q3766845,,,,,
47,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184910Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694698Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852022Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147579Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940364Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318479Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659013Z","Bochini, Alvise, active 17th century","Bochini, Alvise, active 17th century",Alvise Bochini,former owner,"Bochini, Alvise, active 17th century",human,Q123274728,,,,,
48,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184914Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694705Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852030Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147585Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940371Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318486Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659018Z","Bonaventure, Saint, Cardinal, approximately 1217-1274",,,author,,,,,,human,Bonaventure,Q43746
49,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184919Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694771Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852035Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147591Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940377Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318510Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659052Z","Boncompagni, Baldassarre, 1821-1894",,,former owner,,,,,,human,Baldassarre Boncompagni,Q680832
50,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184926Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694778Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852042Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147605Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940391Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318517Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659055Z","Bragge, William, 1823-1884",,,former owner,,,,,,human,William Bragge,Q15453218
51,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184931Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694785Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852048Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147620Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940397Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318532Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659062Z",Branners Bibliofile Antikvariat,,Branners Bibliofile Antikvariat,former owner,Branners Bibliofile Antikvariat,organization,Q123285051,,,,,
52,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184935Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694803Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852054Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147626Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940403Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318547Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659066Z","Breadalbane, John Campbell, Earl of, 1762-1834",,,former owner,"John Campbell, 1st Marquess of Breadalbane",human,Q6224956,,,,,
53,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184944Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694810Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852057Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147635Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940413Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318553Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659069Z","Bredon, Simon, -1372",,,author,Simon Bredon,human,Q585089,,,,,
54,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184949Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694816Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852063Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147644Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940418Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318559Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659077Z",Brick Row Bookshop,,Brick Row Book Shop,former owner,Brick Row Bookshop,organization,Q123285052,,,,,
55,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184953Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694826Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852074Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147650Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940424Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318581Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659080Z","Brölemann, Henri August","Brölemann, Henri August",Henri Auguste Brölemann,former owner,Henri Auguste Brölemann,human,Q116785149,,,,,
56,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184960Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694833Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852250Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147658Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940436Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318588Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659083Z",Bruce P. Ferrini (Firm),,,former owner,Bruce P. Ferrini,organization,Q123283916,,,,,
57,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184969Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694839Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852258Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147713Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940441Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318598Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659088Z",Bruce P. Ferrini (Firm),,,former owner. ,Bruce P. Ferrini,organization,Q123283916,,,,,
58,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184975Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694849Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852263Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147760Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318611Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659091Z","Budé, Jean, 1430-1502",,,former owner,Jean Budé,human,Q3171023,,,,,
59,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184982Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694855Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852268Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147777Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.318616Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659094Z","Bullard, William N. 1853-1931","Bullard, William N. 1853-1931",William N. Bullard,former owner,"Bullard, William N. 1853-1931",human,Q123274732,,,,,
60,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184986Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694862Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852279Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147783Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319512Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659099Z","Bullrich, Eduardo J",,,former owner,Eduardo Juan Bullrich,human,Q120648316,,,,,
61,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184993Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694880Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852286Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147789Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940469Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319636Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659101Z","Burn, Jacob Henry, -1869",,,former owner,Jacob Henry Burn,human,Q64759510,,,,,
62,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.184998Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694887Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852289Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147803Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940490Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319646Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659104Z","Busch, Rudolf",,,former owner,Rudolf Busch,human,Q20812628,,,,,
63,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185002Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694894Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852295Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147812Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940495Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319656Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659111Z","Calcondila, Demetrio, 1423-1511",,,author,Dimitrios Chalkokondyles,human,Q983661,,,,,
64,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185011Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694911Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852301Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147818Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940500Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319665Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659114Z","Campbell, Duncan, active 16th century-17th century","Campbell, Duncan, active 16th century-17th century",Duncan Campbell,former owner,"Campbell, Duncan, active 16th century-17th century",human,Q123274734,,,,,
65,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185016Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694918Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852406Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147828Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940513Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319671Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659117Z","Campigny, Adam de, 1569-1634","Campigny, Adam de, 1569-1634",Adam de Campigny,former owner,"Campigny, Adam de, 1569-1634",human,Q123274735,,,,,
66,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185021Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694926Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852413Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147833Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940518Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319680Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659130Z","Campigny, Charles-Benoit de, 1569-1634","Campigny, Charles-Benoit de, 1569-1634",Charles-Benoit de Campigny,former owner,"Campigny, Charles-Benoit de, 1569-1634",human,Q123274736,,,,,
67,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185028Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694939Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852421Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147842Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940524Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319691Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659134Z","Carman, Jeanne Françoise Maclovie de","Carman, Jeanne Françoise Maclovie de",Jeanne Françoise Maclovie de Carman,former owner,"Carman, Jeanne Françoise Maclovie de",human,Q123274737,,,,,
68,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185032Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.694946Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.852426Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.147851Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.940535Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.319698Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659137Z","Cathédrale Saint-Pierre (Beauvais, France)",,,former owner,Beauvais Cathedral,organization,Q513300,,,,,
