ds_label,ds_qid,ds_id,type,wikidata_label,wikidata_qid
Alexander Bannatyne Stewart,Q20170,DSNAME2852,Personal (Name Authority),Alexander Bannatyne Stewart,Q122873529
Alexander Beresford Hope,Q16612,DSNAME2311,Personal (Name Authority),Alexander Beresford Hope,Q1739864
Alexander Boswell,Q40117,DSNAME3672,Personal (Name Authority),Alexander Boswell,Q2833088
"Alexander Boswell, Lord Auchinleck",Q20320,DSNAME3011,Personal (Name Authority),"Alexander Boswell, Lord Auchinleck",Q4718398
Alexander E. Vida,Q42104,DSNAME5631,Personal (Name Authority),Alexander E. Vida,Q125930756
"Alexander Fuller-Acland-Hood, 1st Baron St Audries",Q20049,DSNAME2724,Personal (Name Authority),"Alexander Fuller-Acland-Hood, 1st Baron St Audries",Q4718909
"Alexander Hamilton, 10th Duke of Hamilton",Q12828,DSNAME2019,Personal (Name Authority),"Alexander Hamilton, 10th Duke of Hamilton",Q336657
Alexander III,Q40411,DSNAME3966,Personal (Name Authority),Alexander III,Q160116
Alexander IV,Q27873,DSNAME3086,Personal (Name Authority),Alexander IV,Q169915
Alexander Isaac Cotheal,Q27972,DSNAME3188,Personal (Name Authority),Alexander Isaac Cotheal,Q15627277
Alexander Neckam,Q40118,DSNAME3673,Personal (Name Authority),Alexander Neckam,Q1974885
Alexander Smets,Q1804,DSNAME569,Personal (Name Authority),Alexander Smets,Q111543701
Alexander Smith Cochran,Q28004,DSNAME3220,Personal (Name Authority),Alexander Smith Cochran,Q4720109
Alexander Strange,Q41723,DSNAME5278,Personal (Name Authority),Alexander Strange,Q18874917
Alexander V,Q42277,DSNAME5804,Personal (Name Authority),Alexander V,Q262884
Alexander VI,Q3818,DSNAME979,Personal (Name Authority),Alexander VI,Q108316
Alexander W. Terrell,Q17691,DSNAME2482,Personal (Name Authority),Alexander W. Terrell,Q1238513
Alexander of Canterbury,Q40119,DSNAME3674,Personal (Name Authority),Alexander of Canterbury,Q4720494
Alexander of Hales,Q40120,DSNAME3675,Personal (Name Authority),Alexander of Hales,Q457968
Alexander of Roes,Q40121,DSNAME3676,Personal (Name Authority),Alexander of Roes,Q10882562
Alexander of Villedieu,Q3276,DSNAME875,Personal (Name Authority),Alexander of Villedieu,Q692413
Alexandre de Keller,Q7600,DSNAME1439,Personal (Name Authority),Alexandre de Keller,Q116452894
Alfonso Cassuto,Q7081,DSNAME1333,Personal (Name Authority),Alfonso Cassuto,Q111547141
Alfonso Gondi,Q7050,DSNAME1302,Personal (Name Authority),Alfonso Gondi,Q116377812
Alfonso Petrucci,Q8222,DSNAME1653,Personal (Name Authority),Alfonso Petrucci,Q2377883
Alfonso Spezzani,Q4416,DSNAME1052,Personal (Name Authority),Alfonso Spezzani,Q116619856
Alfonso V of Aragon,Q40124,DSNAME3679,Personal (Name Authority),Alfonso V of Aragon,Q312304
Alfonso X of Castile and Leon,Q20317,DSNAME3007,Personal (Name Authority),Alfonso X of Castile and Leon,Q47595
Alfonso de Cartagena,Q40398,DSNAME3953,Personal (Name Authority),Alfonso de Cartagena,Q2623376
Alfred Chester Beatty,Q439,DSNAME166,Personal (Name Authority),Alfred Chester Beatty,Q1387981
Alfred Henry Huth,Q12914,DSNAME2106,Personal (Name Authority),Alfred Henry Huth,Q15706103
Alfred Higgins,Q1823,DSNAME588,Personal (Name Authority),Alfred Higgins,Q116809261
Alfred John Horwood,Q17731,DSNAME2522,Personal (Name Authority),Alfred John Horwood,Q59630457
Alfred Morrison,Q1895,DSNAME660,Personal (Name Authority),Alfred Morrison,Q17328807
Alfred Seymour,Q41648,DSNAME5203,Personal (Name Authority),Alfred Seymour,Q4723426
Alfred Stites,Q42106,DSNAME5633,Personal (Name Authority),Alfred Stites,Q125930757
Alfred Trapnell,Q20198,DSNAME2881,Personal (Name Authority),Alfred Trapnell,Q120691931
Alfred Tredway White,Q41850,DSNAME5405,Personal (Name Authority),Alfred Tredway White,Q16037924
Alfred Woolmer,Q41878,DSNAME5433,Personal (Name Authority),Alfred Woolmer,Q4723656
Alfred of Sareshel,Q42105,DSNAME5632,Personal (Name Authority),Alfred of Sareshel,Q28761
Algerina Peckover,Q41418,DSNAME4973,Personal (Name Authority),Algerina Peckover,Q75606178
"Algernon Percy, 10th Earl of Northumberland",Q5106,DSNAME1113,Personal (Name Authority),"Algernon Percy, 10th Earl of Northumberland",Q762507
Ali Asghar Antiquatchi,Q18694,DSNAME2646,Personal (Name Authority),Ali Asghar Antiquatchi,Q123581717
Ali Qushji,Q3203,DSNAME802,Personal (Name Authority),Ali Qushji,Q423644
Ali Shukri,Q27932,DSNAME3146,Personal (Name Authority),Ali Shukri,Q1871316
Ali al-Bistami,Q12332,DSNAME1802,Personal (Name Authority),Ali al-Bistami,Q42343964
Ali al-Qari,Q12385,DSNAME1855,Personal (Name Authority),Ali al-Qari,Q2836379
Ali bin al Mugrab Al Uyuni,Q12331,DSNAME1801,Personal (Name Authority),Ali bin al Mugrab Al Uyuni,Q4725311
Ali ibn Abd-al-Malik al-Hindi,Q12461,DSNAME1931,Personal (Name Authority),Ali ibn Abd-al-Malik al-Hindi,Q12192249
Ali ibn Maymun,Q12505,DSNAME1975,Personal (Name Authority),Ali ibn Maymun,Q109446432
Ali ibn Mohammed al-Jurjani,Q12280,DSNAME1750,Personal (Name Authority),Ali ibn Mohammed al-Jurjani,Q3063378
Alice Cheryton,Q41713,DSNAME5268,Personal (Name Authority),Alice Cheryton,Q117401302
Alice Millard,Q41266,DSNAME4821,Personal (Name Authority),Alice Millard,Q21176810
Allen Johnson,Q18717,DSNAME2670,Personal (Name Authority),Allen Johnson,Q4731722
Allen Rowland,Q42107,DSNAME5634,Personal (Name Authority),Allen Rowland,Q125930758
Almo Collegio Capranica,Q41932,DSNAME5487,Corporate (Name Authority),Almo Collegio Capranica,Q528019
Alonso Martin del Canto,Q41211,DSNAME4766,Personal (Name Authority),Alonso Martin del Canto,Q124566874
Alonso Mendez de Parada,Q20336,DSNAME3028,Personal (Name Authority),Alonso Mendez de Parada,Q122873497
Alonso de Molina,Q42108,DSNAME5635,Personal (Name Authority),Alonso de Molina,Q2839291
Alpha Loretta Owens,Q6108,DSNAME1229,Personal (Name Authority),Alpha Loretta Owens,Q120442576
Alphonse Labitte,Q6065,DSNAME1186,Personal (Name Authority),Alphonse Labitte,Q114242418
Alphonso de Spina,Q40132,DSNAME3687,Personal (Name Authority),Alphonso de Spina,Q372817
Alphonsus Joseph Maria van Engelen,Q40131,DSNAME3686,Personal (Name Authority),Alphonsus Joseph Maria van Engelen,Q102219546
Alphonsus Vargas,Q40123,DSNAME3678,Personal (Name Authority),Alphonsus Vargas,Q115217863
Alpirsbach Abbey,Q42000,DSNAME5555,Corporate (Name Authority),Alpirsbach Abbey,Q315631
Alshbrāmlsy,Q12421,DSNAME1891,Personal (Name Authority),Alshbrāmlsy,Q105359229
Alulphe of Tournai,Q1597,DSNAME433,Personal (Name Authority),Alulphe of Tournai,Q46592455
Alvise Bochini,Q16669,DSNAME2368,Personal (Name Authority),Alvise Bochini,Q123274728
Alvise I Mocenigo,Q2854,DSNAME744,Personal (Name Authority),Alvise I Mocenigo,Q449435
Amans-Alexis Monteil,Q40134,DSNAME3689,Personal (Name Authority),Amans-Alexis Monteil,Q2841108
Amara Sinha,Q28101,DSNAME3317,Personal (Name Authority),Amara Sinha,Q370113
Amaracandrasūri,Q28390,DSNAME3606,Personal (Name Authority),Amaracandrasūri,Q124252804
Amaru,Q28109,DSNAME3325,Personal (Name Authority),Amaru,Q455251
Ambroise Firmin Didot,Q17673,DSNAME2464,Personal (Name Authority),Ambroise Firmin Didot,Q2842379
Ambrose,Q3766,DSNAME927,Personal (Name Authority),Ambrose,Q43689
Ambrose Traversari,Q40138,DSNAME3693,Personal (Name Authority),Ambrose Traversari,Q458842
Ambrosiaster,Q40137,DSNAME3692,Personal (Name Authority),Ambrosiaster,Q689146
Amelia Anderson Lundell,Q17721,DSNAME2512,Personal (Name Authority),Amelia Anderson Lundell,Q108661682
Amelia Daubeney,Q4422,DSNAME1058,Personal (Name Authority),Amelia Daubeney,Q116323578
American Academy in Rome,Q1101,DSNAME299,Corporate (Name Authority),American Academy in Rome,Q463271
American Art Association,Q42109,DSNAME5636,Corporate (Name Authority),American Art Association,Q16961275
American Philosophical Society,Q28398,DSNAME3614,Corporate (Name Authority),American Philosophical Society,Q466089
Amir Khosrow,Q18702,DSNAME2654,Personal (Name Authority),Amir Khosrow,Q207817
Amorbach Abbey,Q41988,DSNAME5543,Corporate (Name Authority),Amorbach Abbey,Q315332
Amram ben Avraham Bassel,Q42110,DSNAME5637,Personal (Name Authority),Amram ben Avraham Bassel,Q125930759
Amīr Bahādur Jank ʻAẓim Allāh Khān,Q18630,DSNAME2582,Personal (Name Authority),Amīr Bahādur Jank ʻAẓim Allāh Khān,Q123581795
Amīr Kātib ibn Amīr ʻUmar Itqānī,Q12478,DSNAME1948,Personal (Name Authority),Amīr Kātib ibn Amīr ʻUmar Itqānī,Q122946967
Anacreon,Q40143,DSNAME3698,Personal (Name Authority),Anacreon,Q213484
Ananda Coomaraswamy,Q28158,DSNAME3374,Personal (Name Authority),Ananda Coomaraswamy,Q379589
Ananta Bhaṭṭa,Q28100,DSNAME3316,Personal (Name Authority),Ananta Bhaṭṭa,Q124252813
Anantabhaṭṭa,Q28319,DSNAME3535,Personal (Name Authority),Anantabhaṭṭa,Q124252805
Anantadeva,Q28129,DSNAME3345,Personal (Name Authority),Anantadeva,Q124252806
Anantakavi,Q28299,DSNAME3515,Personal (Name Authority),Anantakavi,Q124252807
Anastasius Sinaita,Q40144,DSNAME3699,Personal (Name Authority),Anastasius Sinaita,Q473291
Anaximenes of Lampsacus,Q40145,DSNAME3700,Personal (Name Authority),Anaximenes of Lampsacus,Q221787
Anchin Abbey,Q16501,DSNAME2193,Corporate (Name Authority),Anchin Abbey,Q1971381
Ancient Diocese of Laon,Q41963,DSNAME5518,Corporate (Name Authority),Ancient Diocese of Laon,Q1503220
Anderson Galleries,Q41933,DSNAME5488,Corporate (Name Authority),Anderson Galleries,Q72940895
Andrea Alciato,Q6144,DSNAME1265,Personal (Name Authority),Andrea Alciato,Q464471
Andrea Amadio,Q3739,DSNAME900,Personal (Name Authority),Andrea Amadio,Q3615472
Andrea Amadori,Q5501,DSNAME1174,Personal (Name Authority),Andrea Amadori,Q99501447
Andrea Boscoli,Q40324,DSNAME3879,Personal (Name Authority),Andrea Boscoli,Q1056313
Andrea Dandolo,Q40146,DSNAME3701,Personal (Name Authority),Andrea Dandolo,Q353193
Andrea Goussen,Q4372,DSNAME1008,Personal (Name Authority),Andrea Goussen,Q116378030
Andrea Gritti,Q5113,DSNAME2294,Personal (Name Authority),Andrea Gritti,Q345506
Andrea Matteo Acquaviva,Q1827,DSNAME592,Personal (Name Authority),Andrea Matteo Acquaviva,Q3615841
Andrea Piccolomini Todeschini,Q8216,DSNAME1647,Personal (Name Authority),Andrea Piccolomini Todeschini,Q60615311
Andrea S.,Q16670,DSNAME2369,Personal (Name Authority),Andrea S.,Q123274724
Andrea Vendramin,Q41812,DSNAME5367,Personal (Name Authority),Andrea Vendramin,Q495242
Andrea da Barberino,Q7280,DSNAME1339,Personal (Name Authority),Andrea da Barberino,Q2564714
Andrea da Isernia,Q40149,DSNAME3704,Personal (Name Authority),Andrea da Isernia,Q3616124
Andrea di Bonaiuto,Q435,DSNAME162,Personal (Name Authority),Andrea di Bonaiuto,Q495419
Andreas Adelbert Popp,Q41499,DSNAME5054,Personal (Name Authority),Andreas Adelbert Popp,Q124566920
Andreas Gross Seiffensieder,Q41642,DSNAME5197,Personal (Name Authority),Andreas Gross Seiffensieder,Q124566941
Andreas Johannes,Q41002,DSNAME4557,Personal (Name Authority),Andreas Johannes,Q68905190
Andreas Justus Cennis,Q40422,DSNAME3977,Personal (Name Authority),Andreas Justus Cennis,Q124566756
Andreas Räbeln,Q27859,DSNAME3070,Personal (Name Authority),Andreas Räbeln,Q123851958
Andreas Wunder,Q12799,DSNAME1985,Personal (Name Authority),Andreas Wunder,Q121502712
Andreas de Escobar,Q5127,DSNAME1134,Personal (Name Authority),Andreas de Escobar,Q2849009
Andreas de Petra,Q40147,DSNAME3702,Personal (Name Authority),Andreas de Petra,Q764665
Andrew Braybrook,Q40337,DSNAME3892,Personal (Name Authority),Andrew Braybrook,Q321681
Andrew Fountaine,Q20202,DSNAME2885,Personal (Name Authority),Andrew Fountaine,Q4756994
Andrew Gifford,Q17690,DSNAME2481,Personal (Name Authority),Andrew Gifford,Q4757086
Andrew Welch,Q41844,DSNAME5399,Personal (Name Authority),Andrew Welch,Q124380447
"Andrew Windsor, 1st Baron Windsor",Q1896,DSNAME661,Personal (Name Authority),"Andrew Windsor, 1st Baron Windsor",Q4758954
Andrew of Crete,Q40150,DSNAME3705,Personal (Name Authority),Andrew of Crete,Q372688
André Blondel de Rocquencourt,Q8232,DSNAME1663,Personal (Name Authority),André Blondel de Rocquencourt,Q2847321
André Le Mercier,Q41117,DSNAME4672,Personal (Name Authority),André Le Mercier,Q62056065
André Rooryck,Q3743,DSNAME1145,Personal (Name Authority),André Rooryck,Q116573665
André de Coppet,Q40513,DSNAME4068,Personal (Name Authority),André de Coppet,Q75422555
André de Rineck,Q16489,DSNAME2181,Personal (Name Authority),André de Rineck,Q123274809
Andrés Ordoñez,Q20137,DSNAME2818,Personal (Name Authority),Andrés Ordoñez,Q122873508
Ange Vergèce,Q41815,DSNAME5370,Personal (Name Authority),Ange Vergèce,Q2849304
"Angela Burdett-Coutts, 1st Baroness Burdett-Coutts",Q20171,DSNAME2854,Personal (Name Authority),"Angela Burdett-Coutts, 1st Baroness Burdett-Coutts",Q137680
Angela of Foligno,Q40151,DSNAME3706,Personal (Name Authority),Angela of Foligno,Q240297
Angelo Carletti di Chivasso,Q8415,DSNAME1700,Personal (Name Authority),Angelo Carletti di Chivasso,Q3616927
Angelo Fasolo,Q40636,DSNAME4191,Personal (Name Authority),Angelo Fasolo,Q3616987
Angelo Gambiglioni,Q20045,DSNAME2720,Personal (Name Authority),Angelo Gambiglioni,Q3617010
Angelo Nicolini,Q42111,DSNAME5638,Personal (Name Authority),Angelo Nicolini,Q1092397
Angelo de' Perigli,Q40152,DSNAME3707,Personal (Name Authority),Angelo de' Perigli,Q3617290
Angelus Callimachus de Monteviridi,Q40382,DSNAME3937,Personal (Name Authority),Angelus Callimachus de Monteviridi,Q124566751
Angelus Johanutti de Montegranario,Q7584,DSNAME1422,Personal (Name Authority),Angelus Johanutti de Montegranario,Q116419108
Angèle Louise Maggi Spaulding,Q20331,DSNAME3023,Personal (Name Authority),Angèle Louise Maggi Spaulding,Q120898802
Aniruddha,Q28360,DSNAME3576,Personal (Name Authority),Aniruddha,Q3306373
Ann Moneylon,Q1690,DSNAME526,Personal (Name Authority),Ann Moneylon,Q116869236
Anna Cavanaugh Tobin Anderson,Q17695,DSNAME2486,Personal (Name Authority),Anna Cavanaugh Tobin Anderson,Q123378466
Anna Maria Louisa Peachey,Q20536,DSNAME3049,Personal (Name Authority),Anna Maria Louisa Peachey,Q122873512
Anna Vremans,Q20263,DSNAME2951,Personal (Name Authority),Anna Vremans,Q122873541
Annambhatta,Q28210,DSNAME3426,Personal (Name Authority),Annambhatta,Q9155893
Anne Baker Lewis,Q18669,DSNAME2729,Personal (Name Authority),Anne Baker Lewis,Q114242421
Anne Boleyn,Q1899,DSNAME664,Personal (Name Authority),Anne Boleyn,Q80823
Anne Jesson,Q1681,DSNAME517,Personal (Name Authority),Anne Jesson,Q61358972
"Anne Churchill, Countess of Sunderland",Q12897,DSNAME2088,Personal (Name Authority),"Anne Churchill, Countess of Sunderland",Q2755975
Anne de Montmorency,Q8233,DSNAME1664,Personal (Name Authority),Anne de Montmorency,Q356952
Anne of Brittany,Q1865,DSNAME630,Personal (Name Authority),Anne of Brittany,Q201143
Annibale Annibaldi,Q40836,DSNAME4391,Personal (Name Authority),Annibale Annibaldi,Q581671
Annie L. Wiggins,Q12924,DSNAME2117,Personal (Name Authority),Annie L. Wiggins,Q123006917
Anquetil Raolée,Q41558,DSNAME5113,Personal (Name Authority),Anquetil Raolée,Q124566926
Anselm Turmeda,Q12269,DSNAME1739,Personal (Name Authority),Anselm Turmeda,Q2551187
Anselm of Canterbury,Q1579,DSNAME415,Personal (Name Authority),Anselm of Canterbury,Q43939
Anselm of Laon,Q41516,DSNAME5071,Personal (Name Authority),Anselm of Laon,Q569607
"Anthelme-Michel-Laurent de Migieu, marquis de Savigny",Q445,DSNAME172,Personal (Name Authority),"Anthelme-Michel-Laurent de Migieu, marquis de Savigny",Q114242532
Anthoine de Longemont,Q40159,DSNAME3714,Personal (Name Authority),Anthoine de Longemont,Q124515265
Anthonius Charrcon,Q40429,DSNAME3984,Personal (Name Authority),Anthonius Charrcon,Q124566758
Anthony Askew,Q40189,DSNAME3744,Personal (Name Authority),Anthony Askew,Q4772033
Anthony Bustard,Q1492,DSNAME327,Personal (Name Authority),Anthony Bustard,Q116958836
Antiochus,Q1542,DSNAME378,Personal (Name Authority),Antiochus,Q772370
Antiquarian Books of Boston,Q16649,DSNAME2348,Corporate (Name Authority),Antiquarian Books of Boston,Q123285050
Antiquariat Emil Hirsch,Q1558,DSNAME394,Corporate (Name Authority),Antiquariat Emil Hirsch,Q116809892
Antoine Duprat,Q16548,DSNAME2245,Personal (Name Authority),Antoine Duprat,Q371678
Antoine Joseph Rérolle,Q8424,DSNAME1709,Personal (Name Authority),Antoine Joseph Rérolle,Q116574766
Antoine Lagnier,Q20165,DSNAME2847,Personal (Name Authority),Antoine Lagnier,Q122873484
Antoine Rolet,Q4394,DSNAME1030,Personal (Name Authority),Antoine Rolet,Q116573890
Antoine Vincent,Q40169,DSNAME3724,Personal (Name Authority),Antoine Vincent,Q112436611
Antoine de Buz,Q40376,DSNAME3931,Personal (Name Authority),Antoine de Buz,Q124566749
Antoine de Court,Q379,DSNAME106,Personal (Name Authority),Antoine de Court,Q115781159
Antoine de la Court,Q40476,DSNAME4031,Personal (Name Authority),Antoine de la Court,Q55909108
Antoine-Augustin Renouard,Q12825,DSNAME2016,Personal (Name Authority),Antoine-Augustin Renouard,Q2853443
Anton Birlinger,Q1551,DSNAME387,Personal (Name Authority),Anton Birlinger,Q588335
Anton Francesco Doni,Q40549,DSNAME4104,Personal (Name Authority),Anton Francesco Doni,Q601844
Antoni Jerzy Apponyi,Q40174,DSNAME3729,Personal (Name Authority),Antoni Jerzy Apponyi,Q9156851
Antonia Piccolomini,Q8208,DSNAME1639,Personal (Name Authority),Antonia Piccolomini,Q116520212
Antonino Castaldo,Q7348,DSNAME1409,Personal (Name Authority),Antonino Castaldo,Q109837947
Antoninus de Noventa,Q844,DSNAME240,Personal (Name Authority),Antoninus de Noventa,Q117324347
Antoninus of Florence,Q1787,DSNAME552,Personal (Name Authority),Antoninus of Florence,Q773822
Antonio Alberti,Q40163,DSNAME3718,Personal (Name Authority),Antonio Alberti,Q3619153
Antonio Assemani,Q3755,DSNAME916,Personal (Name Authority),Antonio Assemani,Q116250586
Antonio Barbarigo,Q40160,DSNAME3715,Personal (Name Authority),Antonio Barbarigo,Q91909669
Antonio Beccadelli,Q40165,DSNAME3720,Personal (Name Authority),Antonio Beccadelli,Q599858
Antonio Carafa,Q40109,DSNAME3664,Personal (Name Authority),Antonio Carafa,Q601248
Antonio Ciarfalli,Q5492,DSNAME1165,Personal (Name Authority),Antonio Ciarfalli,Q116272347
Antonio Cornazzano,Q40467,DSNAME4022,Personal (Name Authority),Antonio Cornazzano,Q601697
Antonio Cánovas del Castillo,Q7890,DSNAME1525,Personal (Name Authority),Antonio Cánovas del Castillo,Q336901
Antonio Dominico Restis,Q41568,DSNAME5123,Personal (Name Authority),Antonio Dominico Restis,Q124566929
Antonio Gambaro,Q851,DSNAME247,Personal (Name Authority),Antonio Gambaro,Q117338136
Antonio Ivani,Q40962,DSNAME4517,Personal (Name Authority),Antonio Ivani,Q30434026
Antonio Laserna,Q3227,DSNAME826,Personal (Name Authority),Antonio Laserna,Q2410483
Antonio Lauro,Q40164,DSNAME3719,Personal (Name Authority),Antonio Lauro,Q56628251
Antonio Maria da Villafora,Q1869,DSNAME634,Personal (Name Authority),Antonio Maria da Villafora,Q98581089
Antonio Maria di Enea di Giacomo Todeschini Piccolomini,Q8231,DSNAME1662,Personal (Name Authority),Antonio Maria di Enea di Giacomo Todeschini Piccolomini,Q116520364
Antonio Marino de Caboga,Q20272,DSNAME2960,Personal (Name Authority),Antonio Marino de Caboga,Q90274604
Antonio Pallavicini Gentili,Q1874,DSNAME639,Personal (Name Authority),Antonio Pallavicini Gentili,Q2345146
Antonio Pigafetta,Q41488,DSNAME5043,Personal (Name Authority),Antonio Pigafetta,Q310922
Antonio Pérez,Q40166,DSNAME3721,Personal (Name Authority),Antonio Pérez,Q772704
Antonio Saverio Gentili,Q40722,DSNAME4277,Personal (Name Authority),Antonio Saverio Gentili,Q980100
Antonio Ubaldini,Q7338,DSNAME1398,Personal (Name Authority),Antonio Ubaldini,Q116647059
Antonio d'Azario,Q40167,DSNAME3722,Personal (Name Authority),Antonio d'Azario,Q111473621
Antonio da Tempo,Q40161,DSNAME3716,Personal (Name Authority),Antonio da Tempo,Q3620368
Antonio dalle Conchelle,Q40458,DSNAME4013,Personal (Name Authority),Antonio dalle Conchelle,Q124566766
Antonio de Bonius,Q3771,DSNAME932,Personal (Name Authority),Antonio de Bonius,Q116269481
Antonio de Ferraris,Q40646,DSNAME4201,Personal (Name Authority),Antonio de Ferraris,Q3619505
Antonio dei Pigolati,Q42112,DSNAME5639,Personal (Name Authority),Antonio dei Pigolati,Q125930760
Antonio di Castrobaldo,Q850,DSNAME246,Personal (Name Authority),Antonio di Castrobaldo,Q117404887
Antonio di Domenice di Ciacco,Q5101,DSNAME1108,Personal (Name Authority),Antonio di Domenice di Ciacco,Q116235870
Antonio di Girolamo di Ugolino,Q1893,DSNAME658,Personal (Name Authority),Antonio di Girolamo di Ugolino,Q117324369
Antonio di Matteo di Giovanni Foresi da Bibbiena,Q40162,DSNAME3717,Personal (Name Authority),Antonio di Matteo di Giovanni Foresi da Bibbiena,Q124566709
Antonio di Niccolò di Lorenzo di Domenico,Q16589,DSNAME2287,Personal (Name Authority),Antonio di Niccolò di Lorenzo di Domenico,Q104804731
Antonio di. Montalvo,Q5503,DSNAME1176,Personal (Name Authority),Antonio di. Montalvo,Q97066340
"Antonio, il Giovane Benivieni",Q40266,DSNAME3821,Personal (Name Authority),"Antonio, il Giovane Benivieni",Q55225491
Antonius Beraldus,Q4377,DSNAME1013,Personal (Name Authority),Antonius Beraldus,Q116250797
Antonius Ferro,Q5123,DSNAME1130,Personal (Name Authority),Antonius Ferro,Q116181493
Antonius Mensing,Q40157,DSNAME3712,Personal (Name Authority),Antonius Mensing,Q55934916
Antonius Tsgrooten,Q1891,DSNAME656,Personal (Name Authority),Antonius Tsgrooten,Q117246098
Antonius Verherent,Q17747,DSNAME2539,Personal (Name Authority),Antonius Verherent,Q123378492
Antonius de Bozollo,Q827,DSNAME223,Personal (Name Authority),Antonius de Bozollo,Q117338088
Antonius de Butrio,Q40168,DSNAME3723,Personal (Name Authority),Antonius de Butrio,Q3620350
Antonius de Vecelli,Q5149,DSNAME1158,Personal (Name Authority),Antonius de Vecelli,Q116648316
