row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
3550,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes Stratford,author,,,human,John de Stratford,Q3175717
3552,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes Versor,author,,,human,John Versor,Q1698538
3554,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Abbatisvilla,author,,,human,John Halgren of Abbeville,Q3129519
3555,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Caulibus 14th cent.,author,,,human,Johannes de Caulibus,Q21548469
3557,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Hildesheim,author,,,human,John of Hildesheim,Q91136
3558,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Imola,author,,,human,Johannes de Imola,Q6217095
3559,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Lapide,author,,,human,Johann Heynlin,Q326684
3562,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Rupescissa,author,,,human,Jean de Roquetaillade,Q2273936
3563,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Rupescissa ca. 1300-ca. 1365.,author,,,human,Jean de Roquetaillade,Q2273936
3564,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Sacrobosco,author,,,human,Johannes de Sacrobosco,Q433841
3565,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes de Tambaco,author,,,human,Johannes von Dambach,Q1698737
3566,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes von Freiburg d. 1314.,author,,,human,Johannes von Freiburg,Q41616538
3567,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",Johannes von Kastl,author,,,human,Johannes von Kastl,Q1564527
3569,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.206160500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John,author,,,human,John the Evangelist,Q328804
3580,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.207161200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Capgrave,author,,,human,John Capgrave,Q1357237
3582,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.207161200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Cassian,author,,,human,John Cassian,Q313795
3583,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.207161200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Chrysostom,author,,,human,John Chrysostom,Q43706
3584,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.207161200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Chrysostom Saint d. 407.,author,,,human,John Chrysostom,Q43706
3585,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.207161200Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z","John Climacus, Saint 6th cent.",author,,,human,John Climacus,Q317072
3588,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Duns Scotus,author,,,human,Duns Scotus,Q190089
3591,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.835Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Felton,author,,,human,John Felton,Q114242450
3593,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z","John Frederick Lewis, Philadelphia",former owner,,,human,John Frederick Lewis,Q78163033
3596,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z","John Frederick Lewis, Philadelphia.",former owner,,,human,John Frederick Lewis,Q78163033
3597,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z","John Frederick Lewis, Philadephia.",former owner,,,human,John Frederick Lewis,Q78163033
3599,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Gower,author,,,human,John Gower,Q365133
3601,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Hardyng,author,,,human,John Hardyng,Q6237760
3603,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z","John Henry Nash. Previous call numbers MAR 12, 2MS BV247 K8.",former owner,,,human,John Henry Nash,Q47458947
3605,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Hus?,author,,,human,Jan Hus,Q43977
3608,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Lydgate,author,,,human,John Lydgate,Q662063
3609,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Mandeville,author,,,human,John Mandeville,Q24766
3612,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Peckham c. 1230-1292,author,,,human,John Peckham,Q1322939
3613,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.461615100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Ridevall,author,,,human,John Ridevall,Q11795492
3617,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Shirley,author,,,human,John Shirley,Q20926347
3618,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Trevisa,author,,,human,John Trevisa,Q6261232
3619,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Tzetzes,author,,,human,John Tzetzes,Q530515
3622,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.208161100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Wyclif,author,,,human,John Wycliffe,Q173893
3623,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Wyclif?,author,,,human,John Wycliffe,Q173893
3624,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John Wycliffe,author,,,human,John Wycliffe,Q173893
3625,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John XXII,author,,,human,John XXII,Q165568
3626,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John XXII Pope d. 1334.,author,,,human,John XXII,Q165568
3628,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John of Avranches,author,,,human,John of Avranches,Q3175222
3629,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John of Bridlington,author,,,human,John Twenge,Q938167
3630,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John of Capistrano,author,,,human,John of Capistrano,Q310359
3631,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John of Capistrano 1386-1456,author,,,human,John of Capistrano,Q310359
3632,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John of Damascus,author,,,human,John of Damascus,Q51884
3633,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z","John of Damascus, Saint.",author,,,human,John of Damascus,Q51884
3634,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.836000800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.209160400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.715677Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.211823700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.462615800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.382661900Z",John of Erfurt,author,,,human,John of Erfurt,Q25473699
