row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value
566,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z",Mūsáʹzādah,author,موسى‌زادة,,,,,,,
542,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Muslim ibn al-Ḥajjāj al-Qushayrī, approximately 821-875",author,مسلم بن الحجاج القشيري، approximately 821-875,http://id.loc.gov/authorities/names/n82164848 http://id.loc.gov/authorities/names/n82164848 http://viaf.org/viaf/sourceID/LC%7cn82164848,Muslim ibn al-Ḥajjāj,human,Q140124,,,
546,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Muṭarrizī, Nāṣir ibn ʻAbd al-Sayyid, 1144-1213",author,مطرزي، ناصر بن عبد السيد، 1144-1213,,,,,,,
544,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Mutaṭabbib, ʻAlī ibn ʻAbd al-ʻAẓīm, active 13th century",author,متطبب، علي بن عبد العظيم، active 13th century,,,,,,,
545,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Muttaqī, ʻAlī ibn ʻAbd al-Malik, -1567",author,متقي، علي بن عبد الملك، -1567,http://id.loc.gov/authorities/names/n88099511,Ali ibn Abd-al-Malik al-Hindi,human,Q12192249,,,
547,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Muwaḥḥidī, ʻUmar, active 18th century",scribe,موحدي، عمر، active 18th century,,,,,,,
548,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Muʼayyadʹzādah, ʻAbd al-Raḥmān ibn ʻAlī, 1465-1516",author,مؤيدزادة، عبد الرحمن بن علي، 1465-1516,,,,,,,
567,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nabtītī, ʻAlī ibn ʻAbd al-Qādir, -approximately 1655",author,نبتيتي، علي بن عبد القادر، -approximately 1655,,,,,,,
589,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,نابلسي، عبد الغني بن اسماعيل 1641-1731,,,,,human,Abd al-Ghani al-Nabulsi,Q4164547
590,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,نابلسي، عبد الغني بن اسماعيل، 1641-1731,,,,,human,Abd al-Ghani al-Nabulsi,Q4164547
599,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,نابلسي، عبد الغني بن اسماعيل، 1641-1731,http://id.loc.gov/authorities/names/n83198301,Abd al-Ghani al-Nabulsi,human,Q4164547,,,
568,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nafīs ibn ʻIwaḍ, -approximately 1449",author,نفيس بن عاوض، -approximately 1449,,,,,,,
569,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nafrāwī, Muḥammad, active 18th century",scribe,نفراوي، محمد، active 18th century,,,,,,,
600,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nāhī, Muḥammad ibn Muḥammad, active 14th century",scribe,ناهي، محمد بن محمد، active 14th century,,,,,,,
570,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Najdī, ʻUthmān Aḥmad, -1686",author,نجدي، عثمان احمد، -1686,,,,,,,
571,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Najjārī, Muḥammad ibn Muḥammad, active 18th century",scribe,نجاري، محمد بن محمد، active 18th century,,,,,,,
572,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nakdahʹwī, Jaʻfar ibn Muṣṭafá, active 16th century",scribe,نكده‌وي، جعفر بن مصطفى، active 16th century,,,,,,,
573,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Naqīb, Muḥammad ibn Yūnus, active 18th century",scribe,نقيب، محمد بن يونس، active 18th century,,,,,,,
574,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nasafī, ʻAbd Allāh ibn Aḥmad, -1310",author,نسفي، عبد الله بن احمد، -1310,,,,,human,ʿAbdallāh Ibn-Aḥmad Nasafī,Q12223449
575,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nasafī, ʻAbd Allāh ibn Aḥmad, -1310",author,نسفي، عبد الله بن احمد، -1310,http://id.loc.gov/authorities/names/n82144374,ʿAbdallāh Ibn-Aḥmad Nasafī,human,Q12223449,,,
576,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nasafī, ʻAbd Allāh ibn Aḥmad, -1310",author,نسفي، عبد الله بن احمد، -1310,,ʿAbdallāh Ibn-Aḥmad Nasafī,human,Q12223449,,,
577,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nasafī, ʻUmar ibn Muḥammad, 1068?-1142",author,نسفي، عمر بن محمد، 1068?-1142,,Abu Hafs Omar al-Nasafi,human,Q5701959,,,
578,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nasafī, ʻUmar ibn Muḥammad, 1068?-1142",author,نسفي، عمر بن محمد، 1068?-1142,http://id.loc.gov/authorities/names/n79106197,Abu Hafs Omar al-Nasafi,human,Q5701959,,,
584,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nasāʼī, Aḥmad ibn Shuʻayb, 830 or 831-915",author,نسائي، احمد بن شعيب، 830 or 831-915,,Al-Nasa'i,human,Q293535,,,
579,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nashartī, Muḥammad ibn Muḥammad, active 16th century",scribe,نشرتي، محمد بن محمد، active 16th century,,,,,,,
580,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nashartī, ʻAlī ibn Ḥasan, active 17th century",scribe,نشرتي، علي بن حسن، active 17th century,,,,,,,
581,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nashshār, Muḥammad",author,نشار، محمد,,,,,,,
582,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nashshār, ʻUmar ibn Qāsim, -1531 or 1532",author,نشار، عمر بن قاسم، -1531 or 1532,http://id.loc.gov/authorities/names/nr93046183,ʻUmar ibn Qāsim Nashshār,human,Q122946975,,,
583,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nashwān ibn Saʻīd al-Ḥimyarī, -1178",author,نشوان بن سعيد الحميري، -1178,http://id.loc.gov/authorities/names/n83043258,Nashwān ibn Saʻīd al-Ḥimyarī,human,Q16123037,,,
591,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Naṭanzī, Fatḥ Allāh ibn Yaḥyá, active 16th century",scribe,نطنزي، فتح الله بن يحيى، active 16th century,,,,,,,
585,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-08T13:48:59.864885Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-08T13:51:25.948446200Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-08T13:51:36.141795300Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-08T13:51:55.911438500Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-08T13:52:12.531320900Z | NAME RECON STEP 6: START ORG RECON 2023-09-08T13:53:50.362573300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-08T13:54:11.553517Z | NAME RECON STEP 9: FINALIZED 2023-09-08T13:54:27.786130100Z","Nathīnī, Muḥibb al-Dīn ibn Muḥammad, active 16th century",scribe,نثيني، محب الدين بن محمد، active 16th century,,,,,,,
